iso_code,X,qds,year,collector,number,family,species,sp_code,lat,long,pathway,weight,d.15NAIR,d.13CVPDB,X.N,X.C,C.N,d13_atmos,delta.disc,wetstart,wetend,wetlength,wetrain,wetdaily,wetlambda,avg_temp_anomaly,co2_ppm
213,290,3318DD,1948,"Adamson, R.S.",4074,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.777,-0.4,-28.8,1.4,43.5,30.9,-7.043,22.40218287,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.25268396735191345,311.55
214,303,3318DD,1974,"Ellis, R.P.",2263,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.82,-0.7,-28.3,2,44.8,22.3,-7.483,21.42327879,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.4925426244735718,329.19
215,302,3318DD,1974,"Ellis, R.P.",2223,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.755,-2.1,-28.7,1.6,44.8,27.4,-7.483,21.84392052,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.4925426244735718,329.19
216,288,3318DD,1974,"Ellis, R.P.",2262,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.809,-0.6,-28.1,1.2,44.3,36.7,-7.483,21.21308777,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.4925426244735718,329.19
217,301,3318DD,1969,"van der Merwe, C.V.",1320,Poaceae,Pentameris pallida,PP,-33.96666667,18.91666667,C3,1.628,3.5,-29.6,0.5,43.6,79.5,-7.305,22.97506183,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.20633001625537872,322.93
218,294,3318DD,1962,"van der Merwe, P.",954,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.725,-0.8,-25.2,1.6,44.6,28.4,-7.091,18.57714403,120,256,136,505.404,4.21314870861225,11.0829110650557,0.20991094410419464,316.87
219,291,3318DD,1963,"Taylor, H.C.",5586,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.683,-3.1,-30.4,0.6,44.2,70.1,-7.055,24.07693894,120,256,136,505.404,4.21314870861225,11.0829110650557,0.2421606183052063,317.77
220,289,3318DD,1902,"Marloth, H.W.R.",3036B,Poaceae,Pentameris pallida,PP,-33.875,18.875,C3,1.802,5.2,-28.2,0.7,41.5,60.8,-6.769743787,22.05212617,120,256,136,505.404,4.21314870861225,11.0829110650557,-0.6395816206932068,295.95
221,223,2930AC,1920,"Mogg, A.O.D.",6943,Poaceae,Hyparrhenia hirta,HH,-29.375,30.125,C4,1.695,3.9,-11.5,1.4,44.4,32.6,-6.931,4.62215478,107,271,164,822.23,5.03647708598432,9.70558026681167,0.09854643791913986,304.1
222,226,2930AC,1919,"Mogg, A.O.D.",5598,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.723,1.2,-26.8,2,44,21.9,-6.94453502,20.40224515,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.7199152112007141,303.7
223,234,2930AC,1917,"Mogg, AOD",871,Poaceae,Koeleria capensis ,KC,-29.375,30.125,C3,1.812,-1.9,-28.7,1.2,44.8,36.8,-6.919656769,22.42390943,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.2739362418651581,302.59
224,227,2930AC,1917,"Mogg, A.O.D.",1256,Poaceae,Hyparrhenia hirta,HH,-29.375,30.125,C4,1.742,3.6,-11,1.2,42.8,36.1,-6.919656769,4.125726219,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.2739362418651581,302.59
225,229,2930AC,1928,"Galpin, E.E.",10252,Poaceae,Koeleria Capensis,KC,-29.375,30.125,C3,1.728,0.8,-26.5,1.8,41.6,23,-6.8392439,20.19594874,107,271,164,822.23,5.03647708598432,9.70558026681167,0.3232216536998749,305.87
226,225,2930AC,1964,"Moll, E.J.",1208,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.831,0.3,-25.7,1.9,44.7,24.1,-7.066939165,19.12456208,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.20244064927101135,318.59
227,233,2930AC,1918,"Mogg, A.O.D.",2445,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.757,-1.4,-27,2,43.8,21.4,-6.938044526,20.61865927,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.28225719928741455,303.2
228,221,2930AC,1947,"Acocks, J.P.H.",13873,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.75,-4.5,-26.9,1.6,43.7,27.9,-7.013,20.43674854,107,271,164,822.23,5.03647708598432,9.70558026681167,0.5420688390731812,311.62
229,230,2930AC,1918,"Mogg, A.O.D.",2411,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.982,4.5,-27.3,3.1,42.6,13.9,-6.938044526,20.93343834,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.28225719928741455,303.2
230,220,2930AC,1964,"Moll, E.J.",1094,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.838,-0.3,-28,2.3,41.2,17.8,-7.066939165,21.53607082,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.20244064927101135,318.59
231,222,2930AC,1993,"Ward, C.J.",12326,Poaceae,Hyparrhenia hirta,HH,-29.375,30.125,C4,1.699,2.7,-13.4,0.3,44.8,152.9,-7.885608704,5.589287752,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.19873808324337006,355.11
232,219,2930AC,1918,"Mogg, A.O.D.",1427,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.611,4.3,-25.7,3.2,43.6,13.4,-6.938044526,19.25685669,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.28225719928741455,303.2
234,231,2930AC,1918,"Mogg, A.O.D.",2391,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.735,1.9,-27,2.4,43.1,17.9,-6.938044526,20.61865927,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.28225719928741455,303.2
235,224,2930AC,1987,"Spies, J.J.",3285,Poaceae,Hyparrhenia hirta,HH,-29.375,30.125,C4,1.739,NA,-10.6,1.7,47.4,27.8,-7.7495,2.881039014,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.42777517437934875,346.22
236,232,2930AC,1917,"Mogg, A.O.D.",703,Poaceae,Hyparrhenia hirta,HH,-29.375,30.125,C4,1.787,NA,-10.2,1.3,45.7,36,-6.919656769,3.314147535,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.2739362418651581,302.59
237,228,2930AC,1919,"Mogg, A.O.D.",5677,Poaceae,Koeleria capensis,KC,-29.375,30.125,C3,1.844,2.4,-27.5,2.6,45.6,17.7,-6.94453502,21.13672492,107,271,164,822.23,5.03647708598432,9.70558026681167,-0.7199152112007141,303.7
238,305,3319AC,1969,"Stehle, T.C.",TS.230,Poaceae,Pentameris densifolia,PP,-33.375,19.125,C3,1.729,0.8,-31.3,2.6,46.2,17.8,-7.305,24.77031073,120,258,138,419.443883792049,3.32620472900291,11.9104093599539,-0.20633001625537872,322.93
239,309,3319AC,1969,"Haynes, R.A.",224,Poaceae,Pentameris pallida,PP,-33.4,19.08333333,C3,1.66,NA,-28.2,1,46.7,45.9,-7.305,21.50133772,120,258,138,419.443883792049,3.32620472900291,11.9104093599539,-0.20633001625537872,322.93
240,307,3319AC,1896,"Schlechter, F.R.R.",9037,Poaceae,Pentameris pallida,PP,-33.375,19.125,C3,1.84,NA,-29.1,0.5,45.7,83.8,-6.857648154,22.90900386,120,258,138,419.443883792049,3.32620472900291,11.9104093599539,-0.8051316142082214,293.78
241,306,3319AC,1987,"Davidse, G.",33951,Poaceae,Pentameris pallida,PP,-33.375,19.125,C3,1.815,NA,-30.8,1.5,43.6,28.7,-7.7495,23.78301692,120,258,138,419.443883792049,3.32620472900291,11.9104093599539,-0.16162261366844177,346.22
242,308,3319AC,1987,"Davidse, G.",33954,Poaceae,Pentameris pallida,PP,-33.375,19.125,C3,1.589,NA,-30.3,1.8,44.8,25.3,-7.7495,23.25513045,120,258,138,419.443883792049,3.32620472900291,11.9104093599539,-0.16162261366844177,346.22
243,240,3219AC,1964,"Taylor, H.C.",6141,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.746,NA,-27,0.5,46.1,87.2,-7.066939165,20.48618791,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.2413075566291809,318.59
244,235,3219AC,1988,"Spies, J.J.",3840,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.786,NA,-27.4,1.4,44.9,32.1,-7.804333333,20.14771403,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.5904479026794434,347.79
245,238,3219AC,1987,"Ellis, R.P.",5508,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.883,NA,-27.4,1,47.4,48.4,-7.7495,20.20409212,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,-0.31865835189819336,346.22
246,244,3219AC,1950,"Esterhuysen, E.E.",18158,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.647,NA,-29.2,0.6,46.1,74.9,-7.006,22.86155748,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.7546695470809937,311.82
247,237,3219AC,1987,"Ellis, R.P.",5507,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.684,NA,-27.6,0.7,42.8,58.3,-7.7495,20.41392431,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,-0.31865835189819336,346.22
248,236,3219AC,1997,"Spies, J.J.",6329,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.883,NA,-28.6,1.5,45.1,29.4,-8.00226815,21.20417114,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.30214568972587585,360.6671273333333
249,242,3219AC,1989,"le Maitre, D.C.",603,Poaceae,Pentameris pallida,PP,-32.35,19.03333333,C3,1.951,4,-29,1.9,44.3,23.3,-7.824,21.8084449,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,-0.17952923476696014,349.35
250,241,3219AC,1988,"Spies, J.J.",3828,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.891,4.8,-29.6,2.4,46.6,19.3,-7.804333333,22.46049739,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.5904479026794434,347.79
251,243,3219AC,1987,"Ellis, R.P.",5588,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.723,NA,-27.4,1.7,45.7,27.2,-7.7495,20.20409212,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,-0.31865835189819336,346.22
252,239,3219AC,1988,"Spies, J.J.",3845,Poaceae,Pentameris pallida,PP,-32.375,19.125,C3,1.86,11.1,-27,2.5,44.5,17.6,-7.804333333,19.72833162,125,241,116,193.884507042254,2.72432470784512,12.3059705559084,0.5904479026794434,347.79
253,35,2430DD,2004,"de Wet, S.F.",863,Poaceae,Koeleria capensis,KC,-24.87055556,30.8425,C3,1.956,2.6,-27.1,2.2,47.1,21.6,-8.176351483,19.45076423,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,0.38861000537872314,374.093794
254,31,2430DD,1979,"Kluge, J.P.",1964,Poaceae,Koeleria capensis,KC,-24.875,30.875,C3,1.786,3.3,-27.1,2,45.4,22.6,-7.539666667,20.10518381,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,-0.05288005992770195,334.91
255,30,2430DD,1983,"Ellis, R.P.",4314,Poaceae,Koeleria capensis,KC,-24.875,30.875,C3,1.865,0.6,-24.9,1.9,47,25.2,-7.65725,17.68305815,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,-0.4194473624229431,340.22
256,34,2430DD,1988,"Saayman, E.J.L.",91,Poaceae,Koeleria capensis,KC,-24.875,30.875,C3,1.775,NA,-27.4,1,44.9,45.1,-7.804333333,20.14771403,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,0.7954726219177246,347.79
257,32,2430DD,1951,"Codd, L.E.W.",6718,Poaceae,Koeleria capensis,KC,-24.875,30.875,C3,1.862,NA,-27.4,1.3,45.7,36.5,-6.993443595,20.98144808,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,0.5510309934616089,312.1
258,127,2530AC,1988,"Burgoyne, P.M.",49,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.842,NA,-27.7,0.7,36.6,49.5,-7.804333333,20.46247729,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,0.7455557584762573,347.79
259,124,2530AC,1988,"Saayman, E.J.L.",112,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.908,NA,-25.9,1.6,46.3,29,-7.804333333,18.57680594,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,0.7455557584762573,347.79
260,125,2530AC,1988,"Saayman, E.J.L.",115,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.733,-2.3,-27.4,1.9,45.2,23.8,-7.804333333,20.14771403,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,0.7455557584762573,347.79
261,128,2530AC,2001,"Hankey, A.J.",1300,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.68,NA,-25.5,1,47.4,47.5,-8.074354535,17.88162695,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,0.9042928814888,368.5070082857143
262,131,2530AC,1947,"Codd, L.E.W.",3230,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.777,3.3,-27,1.9,45.8,23.5,-7.013,20.54162384,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,0.09399900585412979,311.62
263,130,2530AC,1984,"Spies, J.J.",1565A,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.817,3.1,-27.5,3,45.3,15.1,-7.6955,20.36452442,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,-0.4690435826778412,341.66
264,129,2530AC,1980,"Drews, B.K.",127,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.641,NA,-26.5,1.8,46.7,26,-7.5705,19.44478685,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,7.492639124393463e-4,336.14
265,132,2530AC,1980,"Drews, B.K.",173,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.702,NA,-26,1.7,48.4,28.1,-7.5705,18.92145791,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,7.492639124393463e-4,336.14
266,126,2530AC,1932,"Galpin, E.E.",s13160,Poaceae,Koeleria capensis,KC,-25.375,30.125,C3,1.705,0.3,-26.7,2,46.6,23,-6.906,20.33699784,109,261,152,685.523484848485,4.63714594974563,14.4427840801134,-0.2642717957496643,306.76
267,33,2430DD,1988,"Saayman, E.J.L.",90,Poaceae,Koeleria capensis,KC,-24.875,30.875,C3,1.806,NA,-27.9,1.2,45.4,37.1,-7.804333333,20.67242739,121,263,141,1032.47608225108,7.75861891476606,17.7124464703634,0.7954726219177246,347.79
268,29,2430AA,1983,"du Toit, G.J.",1002,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.686,NA,-12.7,1.6,45.5,27.9,-7.65725,5.107616733,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.2993124723434448,340.22
269,28,2430AA,1983,"du Toit, G.J.",1000,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.68,5.2,-11.9,2.3,44.1,19,-7.65725,4.293846777,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.2993124723434448,340.22
270,24,2430AA,1919,"Junod, H.A.",4086,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.552,NA,-9.4,1.2,46.1,38.8,-6.94453502,2.478765375,123,257,134,738.226,6.45753059895216,11.7146414127472,-1.2037172317504883,303.7
271,27,2430AA,1979,"du Toit, G.J.",224,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.569,NA,-12.1,2,45.5,23.2,-7.539666667,4.616189223,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.2499832808971405,334.91
272,25,2430AA,1978,"du Toit, G.J.",140,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.85,2.9,-11.7,2.4,46.6,19.6,-7.502,4.247698067,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.41067224740982056,333.77
273,26,2430AA,1984,"du Toit, G.J.",1003,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.741,1.7,-12.6,1.8,47.1,25.7,-7.6955,4.967085274,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.4812068045139313,341.66
274,23,2430AA,1978,"du Toit, G.J.",118,Poaceae,Digitaria eriantha,DE,-24.125,30.125,C4,1.841,7.7,-11.4,2.7,48.8,18.2,-7.502,3.942949626,123,257,134,738.226,6.45753059895216,11.7146414127472,-0.41067224740982056,333.77
275,123,2529CD,1904,"Burtt Davy, J.",PRE 1283,Poaceae,Digitaria eriantha,DE,-25.875,29.375,C4,1.744,0.7,-9.7,1.9,45.7,24.1,-6.800354561,2.928047499,114,261,147,630.8,4.3246894870314,10.8577193352539,-1.1761062145233154,296.88
276,22,2429AA,1974,"Wilson, D.",PFS12A,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.66,NA,-10.6,1.7,48.1,28.8,-7.483,3.150394178,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.5018661022186279,329.19
277,16,2429AA,1909,"Huntley, B.J.",1018,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.687,NA,-10.4,1.2,44,37.1,-6.867665308,3.569457045,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.10712803155183792,298.32
278,21,2429AA,1974,"Wilson, D.",PFS 12,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.669,NA,-11.5,1.4,48.1,33.6,-7.483,4.063732929,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.5018661022186279,329.19
279,13,2429AA,1968,"Huntley, B.J.",972,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.688,NA,-10.2,1.7,46.9,28.2,-7.336012423,2.893501291,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.01642611436545849,321.89
280,19,2429AA,1974,"Leendertz, R.",1887,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.779,NA,-9.6,1.7,45.4,26.4,-7.483,2.137520194,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.5018661022186279,329.19
281,15,2429AA,1921,"Knothe, C.",PRE 7960,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.863,1.7,-11,2.1,46.3,22.3,-6.89513872,4.150516966,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.5298969745635986,304.46
282,18,2429AA,1967,"Ellis, R.P.",2050,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.868,2.1,-10.3,1.8,48,26.9,-7.333,2.997878145,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.9224489331245422,320.95
283,17,2429AA,1967,"Huntley, B.J.",1556,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.8,0.2,-11.9,2,47.3,23.8,-7.333,4.622001822,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.9224489331245422,320.95
284,20,2429AA,1929,"Galpin, E.E.",8874,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.639,3.5,-10.5,2.4,44.3,18.3,-6.841285714,3.697538439,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.1964062750339508,306.12
285,14,2429AA,1968,"Huntley, B.J.",1193,Poaceae,Digitaria eriantha,DE,-24.125,29.125,C4,1.665,NA,-12,1.8,45,24.8,-7.336012423,4.7206352,122,263,140,523.960126582278,3.90751651454031,15.332964062957,-0.01642611436545849,321.89
286,320,3322DC,1947,"Wilman, M.",PRE 34692,Poaceae,Pentameris pallida,PP,-33.875,22.625,C3,1.744,-1.6,-29.4,1.9,48.3,25.5,-7.013,23.06511436,118,238,120,454.092424242424,6.35421732278708,15.4809644331809,0.4362346827983856,311.62
287,319,3322DC,1988,"Ellis, R.P.",5821,Poaceae,Pentameris pallida,PP,-33.875,22.625,C3,1.757,NA,-30,1.1,45.9,41.5,-7.804333333,22.88213058,118,238,120,454.092424242424,6.35421732278708,15.4809644331809,0.8324417471885681,347.79
288,321,3322DC,1988,"Ellis, R.P.",5820,Poaceae,Pentameris pallida,PP,-33.875,22.625,C3,1.667,NA,-30.6,1.4,46.1,34.1,-7.804333333,23.51523279,118,238,120,454.092424242424,6.35421732278708,15.4809644331809,0.8324417471885681,347.79
289,151,2626DD,1973,"Kok, P.D.F.",493,Poaceae,Digitaria eriantha,DE,-26.875,26.875,C4,1.746,NA,-11.3,1.3,46,36.2,-7.39275,3.951906544,116,269,154,529.606572769953,3.55716911888801,12.3743508429696,-0.28977304697036743,327.92
290,150,2626DD,1931,"Pole-Evans, I.B.",3121,Poaceae,Digitaria eriantha,DE,-26.875,26.875,C4,1.858,2.6,-10.5,1.7,45.3,26,-6.9815,3.555836281,116,269,154,529.606572769953,3.55716911888801,12.3743508429696,0.26148468255996704,306.5
291,152,2626DD,1974,"Kok, P.D.F.",617,Poaceae,Digitaria eriantha,DE,-26.875,26.875,C4,1.969,6.2,-10.9,2.9,46.1,16.1,-7.483,3.454655748,116,269,154,529.606572769953,3.55716911888801,12.3743508429696,-0.2795442044734955,329.19
292,153,2626DD,1931,"Pole-Evans, I.B.",3123,Poaceae,Digitaria eriantha,DE,-26.875,26.875,C4,1.943,NA,-10.5,1.4,45.2,32.7,-6.9815,3.555836281,116,269,154,529.606572769953,3.55716911888801,12.3743508429696,0.26148468255996704,306.5
293,180,2827DD,1931,"Goossens, A.P.G.",869,Poaceae,Digitaria eriantha,DE,-28.875,27.875,C4,1.846,5,-10.5,2,43.5,21.8,-6.9815,3.555836281,111,265,154,583.372008547009,3.91873777670176,10.7133025639597,0.25591185688972473,306.5
294,181,2827DD,1970,"Jarman, N.G.",46,Poaceae,Digitaria eriantha,DE,-28.875,27.875,C4,1.628,NA,-11.1,1,45.5,45.2,-7.318156423,3.824293232,111,265,154,583.372008547009,3.91873777670176,10.7133025639597,-0.3737944960594177,324.09
295,177,2827DD,1970,"Jarman, N.G.",122,Poaceae,Digitaria eriantha,DE,-28.875,27.875,C4,1.718,NA,-11,1.8,45.5,25.1,-7.318156423,3.722794314,111,265,154,583.372008547009,3.91873777670176,10.7133025639597,-0.3737944960594177,324.09
296,179,2827DD,1972,"Loxton, A.E.",948,Poaceae,Digitaria eriantha,DE,-28.875,27.875,C4,1.601,9.6,-10.2,2.9,45.5,15.6,-7.356,2.873307739,111,265,154,583.372008547009,3.91873777670176,10.7133025639597,0.15305562317371368,326.61
297,178,2827DD,1931,"Goossens, A.P.G.",808,Poaceae,Digitaria eriantha,DE,-28.875,27.875,C4,1.702,2.2,-10.7,2.9,46.2,16.1,-6.9815,3.758718286,111,265,154,583.372008547009,3.91873777670176,10.7133025639597,0.25591185688972473,306.5
298,184,2828DD,1926,"Bayer, A.J.W.",274,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.683,NA,-25.5,1,43.6,45.5,-6.966800343,19.01816281,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.28891846537590027,305.23
299,187,2828DD,1987,"Panagos, M.D.",53,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.819,0.8,-27.1,2.1,44.6,21.3,-7.7495,19.8895056,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.3961886167526245,346.22
300,186,2828DD,1946,"Schelpe, EACLE",1399,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.86,NA,-24.9,1.3,46.7,36.5,-6.983,18.37452569,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.056587688624858856,311.74
301,185,2828DD,1978,"Smook, L.",1044,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.813,NA,-26.3,1.3,46,34.4,-7.502,19.30574099,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.17278741300106049,333.77
302,183,2828DD,1955,"Edwards, D.",640,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.804,NA,-26.6,0.6,45.2,81.9,-7.049520585,20.08473332,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.019679920747876167,313.95
303,182,2828DD,1962,"Lubke, R.A.",254,Poaceae,Koeleria capensis,KC,-28.875,28.875,C3,1.706,NA,-25.1,1.4,46.3,33.8,-7.091,18.47266386,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.30959582328796387,316.87
304,7,2428DA,1972,"Ellis, R.P.",1025,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.672,NA,-11.5,1.6,45.7,29.1,-7.356,4.19221042,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,0.1342218518257141,326.61
305,12,2428DA,1975,"Du Toit, P.C.V.",526,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.771,5.2,-10.5,1.9,46.3,23.9,-7.417666667,3.115041267,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,-0.8283471465110779,330.41
306,8,2428DA,1929,"Donisthorpe, A.",1,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.827,4.6,-10.2,2.4,47.2,19.6,-6.841285714,3.393326213,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,0.046705372631549835,306.12
307,10,2428DA,1975,"Du Toit, P.C.V.",483,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.93,NA,-11.2,0.5,48.1,91.2,-7.417666667,3.825175297,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,-0.8283471465110779,330.41
308,11,2428DA,1975,"Du Toit, P.C.V.",595,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.728,NA,-10.7,0.6,46.3,77.1,-7.417666667,3.317834159,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,-0.8283471465110779,330.41
309,9,2428DA,1919,"Galpin, E.E.",393,Poaceae,Digitaria eriantha,DE,-24.625,28.625,C4,1.988,NA,-9.9,1.5,42.7,29.4,-6.94453502,2.985016645,123,262,140,536.318939393939,3.97731409349948,14.0773110188647,-1.1985832452774048,303.7
310,190,2829CC,1950,"Killick, D.J.B.",946,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.857,NA,-25.5,1.3,45.9,34.3,-7.006,18.9779374,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.4658137857913971,311.82
311,198,2829CC,1979,"Smook, L.",1377,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.769,NA,-26.3,1.4,47.5,33.5,-7.539666667,19.26705693,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,0.15207324922084808,334.91
312,189,2829CC,1979,"Smook, L.",1376,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.792,NA,-26.1,1.7,45.7,26.9,-7.539666667,19.05774036,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,0.15207324922084808,334.91
313,193,2829CC,1973,"Ellis, R.P.",1431,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.859,3.5,-24.6,1.8,46.8,25.3,-7.39275,17.64122411,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.5151149034500122,327.92
314,194,2829CC,1979,"Smook, L.",1371,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.893,-1.6,-25.7,1.8,44.6,25.4,-7.539666667,18.63936501,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,0.15207324922084808,334.91
315,192,2829CC,1978,"Smook, L.",1084,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.801,-0.5,-26.5,2.1,44.7,21.3,-7.502,19.51515152,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.17278741300106049,333.77
316,195,2829CC,1973,"Ellis, R.P.",1412,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.789,NA,-26.7,1.2,44.5,38.5,-7.39275,19.8368951,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.5151149034500122,327.92
